[2026-09-26T12:09:17.627Z] syncing 1501 Better Bathrooms products to Shopify as DRAFT
[2026-09-26T12:09:30.561Z] ✓ 600mm Black Wall Hung Vanity Unit with Basin - Pendle — 1/1 variants, 5 images, 1 variant images
[2026-09-26T13:07:59.607Z] ✓ Single Bowl Undermount Granite Composite Kitchen Sink - Enza Madison — 4/4 variants, 9 images, 4 variant images
[2026-09-26T13:08:00.880Z] ✓ Inset Granite Composite Kitchen Sink - Enza Madison — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:08:19.703Z] ✓ Single Bowl Inset Kitchen Sink with Reversible Drainer - Enza Tamara — 3/3 variants, 7 images, 3 variant images
[2026-09-26T13:08:20.463Z] ✓ Single Bowl Inset Chrome Stainless Steel Kitchen Sink - Enza Aria — 2/2 variants, 6 images, 2 variant images
[2026-09-26T13:08:22.000Z] ✓ Single Bowl Undermount Kitchen Sink - Enza Tamara — 4/4 variants, 9 images, 4 variant images
[2026-09-26T13:08:22.661Z] ✓ Single Bowl Inset Granite Composite Kitchen Sink with Reversible Drainer - Enza Phoebe — 4/4 variants, 7 images, 4 variant images
[2026-09-26T13:08:31.542Z] ✓ Blanco Supra 400-U Single Bowl Undermount Chrome Stainless Steel Kitchen Sink — 1/1 variants, 1 images, 1 variant images
[2026-09-26T13:08:32.132Z] ✓ Blanco Supra 500-U Single Bowl Undermount Chrome Stainless Steel Kitchen Sink — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:08:41.129Z] ✓ 1.5 Bowl Inset Granite Composite Kitchen Sink with Reversible Drainer - Enza Laurie — 4/4 variants, 7 images, 4 variant images
[2026-09-26T13:08:42.498Z] ✓ Single Bowl White Ceramic Kitchen Sink - Taylor & Moore Esme — 2/2 variants, 8 images, 2 variant images
[2026-09-26T13:08:51.767Z] ✓ Knurled Towel Ring - Arissa — 4/4 variants, 7 images, 4 variant images
[2026-09-26T13:08:52.209Z] ✓ Arissa Towel Ring — 2/2 variants, 4 images, 2 variant images
[2026-09-26T13:09:00.606Z] ✓ Arissa Brushed Brass Tumbler holder & cup — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:01.206Z] ✓ Single Bowl Inset Granite Composite Kitchen Sink with Reversible Drainer - Enza Laurie — 2/2 variants, 6 images, 2 variant images
[2026-09-26T13:09:02.114Z] ✓ Knurled Towel Hook - Arissa — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:09:02.116Z] progress 950/1501 (ok 943, warnings 0, failed 7)
[2026-09-26T13:09:10.263Z] ✓ Arissa Matt Black Soap Dish — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:10.706Z] ✓ Grohe BauCosmopolitan Towel Ring — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:11.396Z] ✓ Black 3 Tier Free Standing Towel Rack — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:12.684Z] ✓ Bathroom Organiser Shelf - Arissa — 4/4 variants, 7 images, 4 variant images
[2026-09-26T13:09:20.255Z] ✓ Chrome Towel Ring - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:20.934Z] ✓ Grohe BauCosmopolitan Bathroom Towel Rail — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:22.622Z] ✓ Grohe BauCosmopolitan Robe Hook — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:28.644Z] ✓ Chrome Tumbler Holder - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:30.012Z] ✓ Chrome Robe Hook - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:31.593Z] ✓ Chrome Soap Dish & Holder — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:33.611Z] ✓ Single Towel Bar 380mm - Margo — 2/2 variants, 4 images, 2 variant images
[2026-09-26T13:09:37.871Z] ✓ Slim Glass Soap Dish Holder - Warren — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:39.342Z] ✓ Traditional Glass Soap Dish Holder - Oxbridge — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:09:40.949Z] ✓ Grohe BauCosmopolitan Multi-Towel Rack — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:42.945Z] ✓ Grohe BauCosmopolitan Wall Mount Glass/Soap Dish Holder — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:47.178Z] ✓ Arissa Matt Black Towel Shelf — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:09:51.936Z] ✓ Chrome Mono Basin Mixer Tap - Cube — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:10:00.251Z] ✓ Mono Basin Mixer Tap - Arissa — 6/6 variants, 7 images, 6 variant images
[2026-09-26T13:10:02.005Z] ✓ Cloakroom Basin Mixer Tap - Legend — 2/2 variants, 3 images, 2 variant images
[2026-09-26T13:10:08.064Z] ✓ Mono Basin Mixer Tap - Como — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:10:12.413Z] ✓ Mono Basin Mixer Tap - Zana — 3/3 variants, 7 images, 3 variant images
[2026-09-26T13:10:20.606Z] ✓ Tall Mono Basin Mixer Tap - Arissa — 6/6 variants, 7 images, 6 variant images
[2026-09-26T13:10:22.185Z] ✓ Cloakroom Mono Basin Mixer Tap - Arissa — 6/6 variants, 7 images, 6 variant images
[2026-09-26T13:10:28.019Z] ✓ Arissa Wall Mounted Basin Mixer Tap - More Colours Available — 3/3 variants, 5 images, 3 variant images
[2026-09-26T13:10:30.757Z] ✓ Round Brass Wall Mounted Basin Mixer Tap - Arissa — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:10:30.759Z] progress 975/1501 (ok 968, warnings 0, failed 7)
[2026-09-26T13:10:32.556Z] ✓ Mono Basin Mixer Tap - Helston — 2/2 variants, 6 images, 2 variant images
[2026-09-26T13:10:39.603Z] ✓ Brass Crosshead Basin Mixer Tap - Camden — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:10:40.893Z] ✓ Basin Pillar Taps - Helston — 3/3 variants, 7 images, 3 variant images
[2026-09-26T13:10:48.327Z] ✓ Black Mono Cloakroom Basin Mixer Tap - Zana — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:10:48.731Z] ✓ Crosshead Mono Basin Mixer Tap - Camden — 2/2 variants, 4 images, 2 variant images
[2026-09-26T13:10:49.605Z] ✓ Brushed Brass Traditional Mono Basin Mixer Tap - Lyla — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:10:54.518Z] ✓ Cloakroom Mono Basin Mixer Tap - Wave — 3/3 variants, 7 images, 3 variant images
[2026-09-26T13:10:57.945Z] ✓ Chrome Waterfall Mono Basin Mixer Tap - Quadra — 1/1 variants, 6 images, 1 variant images
[2026-09-26T13:10:58.345Z] ✓ Brushed Bronze Tall Basin Mixer Tap - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:11:03.811Z] ✓ Chrome Cloakroom Mono Basin Mixer Tap - Cube — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:11:06.833Z] ✓ Brushed Brass Mono Basin Mixer - Zana — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:11:07.224Z] ✓ Brushed Brass Tall Crosshead Basin Mixer Tap - Camden — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:11:13.125Z] ✓ Brushed Brass Traditional Tall Basin Mixer Tap - Lyla — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:11:13.542Z] ✓ Mono Basin Mixer Tap - Wave — 3/3 variants, 7 images, 3 variant images
[2026-09-26T13:11:23.087Z] ✓ Black Waterfall Cloakroom Mono Basin Mixer Tap - Quadra — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:11:29.378Z] ✓ Chrome Cloakroom Mono Waterfall Basin Mixer Tap - Quadra — 1/1 variants, 5 images, 1 variant images
[2026-09-26T13:11:36.499Z] ✓ Fluted Cloakroom Mono Basin Mixer Tap with Waste - Arissa — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:11:37.017Z] ✓ Grohe BauEdge Cloakroom Mono Basin Mixer Tap with Waste - Chrome — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:11:42.787Z] ✓ Basin Mixer Tap - Helston — 2/2 variants, 7 images, 2 variant images
[2026-09-26T13:11:44.409Z] ✓ Cloakroom Mono Basin Mixer Tap - Zana — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:11:45.726Z] ✓ Brushed Brass Cloakroom Basin Mixer - Zana — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:11:52.008Z] ✓ Brushed Brass Tall Basin Mixer - Zana — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:11:53.420Z] ✓ Wall Mounted Brass Crosshead Basin Mixer Tap - Camden — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:11:55.177Z] ✓ Brushed Brass Mono Basin Mixer Tap - Meko — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:11:59.366Z] ✓ Mono Basin Mixer Tap - Elina — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:11:59.367Z] progress 1000/1501 (ok 993, warnings 0, failed 7)
[2026-09-26T13:12:00.819Z] ✓ Black Tall Mono Basin Mixer - Elina — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:12:02.610Z] ✓ Chrome Wall Mounted Basin Mixer Tap - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:12:04.436Z] ✓ Chrome Wall Mounted Basin Mixer Tap - Arissa — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:12:09.143Z] ✓ Brushed Brass Wall Mounted Basin Mixer Tap - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:12:10.579Z] ✓ Wall Mounted Grey Basin Mixer Tap - Zorah — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:12:12.235Z] ✓ Wall Mounted Chrome Basin Mixer Tap - Helston — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:12:19.368Z] ✓ Chrome Cloakroom Mono Basin Mixer Tap - Como — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:12:21.241Z] ✓ Wall Mounted Chrome Basin Mixer Tap - Cube — 1/1 variants, 5 images, 1 variant images
[2026-09-26T13:12:27.149Z] ✓ Fluted Mono Basin Mixer Tap with Waste - Arissa — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:12:30.860Z] ✓ Wall Mounted Basin Tap - Zana — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:12:35.877Z] ✓ Brushed Nickel Mono Basin Mixer Tap with Slotted Basin Waste - Nell — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:12:39.817Z] ✓ Mira Minimal Basin Pillar Taps Polished Chrome — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:12:41.168Z] ✓ Tall Mono Basin Mixer Tap - Zana — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:12:42.808Z] ✓ Crosshead Mono Basin Mixer Tap - Ripley — 3/3 variants, 7 images, 3 variant images
[2026-09-26T13:12:49.994Z] ✓ Black Crosshead Tall Mono Basin Mixer Tap - Camden — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:12:53.595Z] ✓ Brushed Bronze Fluted Tall Basin Mono Mixer Tap - Arissa — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:12:59.005Z] ✓ Fluted Tall Mono Basin Mixer Tap - Arissa — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:13:01.486Z] ✓ Brushed Brass Tall Mono Basin Mixer Tap - Meko — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:13:02.189Z] ✓ Grohe Start SilkMove EnergySaving Cloakroom Mono Basin Mixer Tap with Waste - Matt Black — 1/1 variants, 15 images, 1 variant images
[2026-09-26T13:13:03.311Z] ✓ Crosshead Basin Pillar Taps - Ripley — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:13:07.846Z] ✓ Grohe BauEdge Mono Basin Mixer Tap - Chrome — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:13:11.385Z] ✓ Grohe BauEdge Mono Basin Mixer Tap with Waste - Chrome — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:13:11.717Z] ✓ Tall Chrome Crosshead Mono Basin Mixer Tap - Camden — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:13:12.872Z] ✓ Grohe BauEdge Tall Basin Mixer Tap - Chrome — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:13:20.739Z] ✓ Brushed Nickel Cloakroom Mono Basin Mixer Tap with Slotted Basin Waste - Nell — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:13:20.740Z] progress 1025/1501 (ok 1018, warnings 0, failed 7)
[2026-09-26T13:13:21.124Z] ✓ Chrome Click Clack Slotted Basin Waste - Better Bathrooms — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:13:21.806Z] ✓ ONLY OPENED - Wall Mounted Black Basin Mixer Tap - Wave — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:13:29.736Z] ✓ Fluted Wall Mounted Basin Mixer Tap - Arissa — 2/2 variants, 5 images, 2 variant images
[2026-09-26T13:13:38.047Z] ✓ Gunmetal Unslotted Basin Waste - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:13:40.531Z] ✓ Click Clack Slotted Basin Waste - Arissa — 5/5 variants, 6 images, 5 variant images
[2026-09-26T13:13:41.023Z] ✓ Click Clack Unslotted Basin Waste - Arissa — 5/5 variants, 6 images, 5 variant images
[2026-09-26T13:13:42.090Z] ✓ Click Clack Unslotted Basin Waste - Better Bathrooms — 2/2 variants, 3 images, 2 variant images
[2026-09-26T13:13:47.160Z] ✓ Amber Transparent Click Clack Unslotted Basin Waste - Aurea — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:13:50.092Z] ✓ McAlpine SM10 Standard Level Bath Trap — 1/1 variants, 1 images, 1 variant images
[2026-09-26T13:13:50.500Z] ✓ Wirquin Nano 6.7 Quick Clac Basin Waste & Trap - Chrome — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:13:55.793Z] ✓ Chrome Square Bottle Trap - Zana — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:13:58.759Z] ✓ Chrome Round Exposed Bottle Trap - Arissa — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:13:59.247Z] ✓ Wirquin Senzo 1.25 Space Saving Bottle Trap — 1/1 variants, 3 images, 1 variant images
[2026-09-26T13:14:05.117Z] ✓ Round Basin Bottle Trap - Arissa — 5/5 variants, 7 images, 5 variant images
[2026-09-26T13:14:05.547Z] ✓ Wirquin Neo Air 1.25 Zero Leak Bottle Trap — 1/1 variants, 4 images, 1 variant images
[2026-09-26T13:14:08.767Z] ✓ Black Square Basin Bottle Trap - Zana — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:14:09.223Z] ✓ Chrome Bath and Basin Tap Set - Como — 1/1 variants, 8 images, 1 variant images
[2026-09-26T13:14:15.004Z] ✓ Chrome Waterfall Bath and Basin Tap Set - Quadra — 1/1 variants, 5 images, 1 variant images
[2026-09-26T13:14:18.137Z] ✓ Matt Black Waterfall Freestanding Tap & Basin Tap Pack - Wave — 1/1 variants, 7 images, 1 variant images
[2026-09-26T13:14:24.910Z] ✓ Matt Black Waterfall Bath Tap with Basin Tap Pack - Wave — 1/1 variants, 7 images, 1 variant images
[2026-09-26T13:14:28.258Z] ✓ Shower Bath and Basin Tap Set - Arissa — 3/3 variants, 10 images, 3 variant images
[2026-09-26T13:14:31.424Z] ✓ Zana Basin Mixer Tap & Bath Filler Tap Pack — 2/2 variants, 10 images, 2 variant images
[2026-09-26T13:14:32.422Z] ✓ Chrome Freestanding Bath Shower Mixer and Basin Tap Set - Arissa — 1/1 variants, 8 images, 1 variant images
[2026-09-26T13:15:36.324Z] ✓ Round Bottle Trap and Cloakroom Basin Tap Set - Arissa — 2/2 variants, 8 images, 2 variant images
[2026-09-26T13:15:36.631Z] ✓ Zana Matt Black Basin Mixer Tap & Freestanding Bath Tap Pack — 1/1 variants, 11 images, 1 variant images
[2026-09-26T13:15:36.631Z] progress 1050/1501 (ok 1043, warnings 0, failed 7)
[2026-09-26T13:15:37.979Z] ✓ Camden Matt Black Shower and Tap Pack — 1/1 variants, 5 images, 1 variant images
[2026-09-26T13:15:43.706Z] ✓ basin tap and wall mounted bath filler tap pack - Como — 2/2 variants, 7 images, 2 variant images
[2026-09-26T13:15:57.161Z] ✓ Bath Shower Mixer and Basin Tap Set - Helston — 3/3 variants, 8 images, 3 variant images
[2026-09-26T13:15:57.476Z] ✓ Bath Shower Mixer and Wall Mounted Basin Tap Set - Helston — 2/2 variants, 6 images, 2 variant images
[2026-09-26T13:15:58.101Z] ✓ Waterfall Basin Mixer Tap & Bath Filler Tap Pack - Elina — 2/2 variants, 10 images, 2 variant images
[2026-09-26T13:16:03.962Z] ✓ basin tap and bath filler tap pack - Arissa — 2/2 variants, 6 images, 2 variant images
[2026-09-26T13:16:07.542Z] ✓ Brushed Brass Waterfall Tall Basin Mixer Tap & Freestanding Tap Pack - Wave — 1/1 variants, 6 images, 1 variant images
[2026-09-26T13:16:11.918Z] ✓ Brushed Brass Basin Mixer Tap & Bath Filler Tap with Concealed Valve Pack - Lyla — 1/1 variants, 13 images, 1 variant images
[2026-09-26T13:16:15.850Z] ✓ Zana Brushed Brass Cloakroom Basin Mixer Tap & Freestanding Tap Pack — 1/1 variants, 8 images, 1 variant images
[2026-09-26T13:16:17.143Z] ✓ Brushed Brass Tall Basin Mixer Tap & Bath Filler Tap with Concealed Valve Pack - Lyla — 1/1 variants, 13 images, 1 variant images
[2026-09-26T13:16:23.735Z] ✓ Traditional Basin Pillar Taps & Bath Filler Tap Pack - Helston — 2/2 variants, 11 images, 2 variant images
[2026-09-26T13:16:24.527Z] ✓ Chrome Shower Bath and Basin Tap Set - Arissa — 1/1 variants, 14 images, 1 variant images
[2026-09-26T13:16:24.944Z] ✓ Brass Freestanding Bath Shower Mixer and Basin Tap Set - Zana — 1/1 variants, 7 images, 1 variant images
[2026-09-26T13:16:26.520Z] ✓ Cube Bath and Basin Tap Pack — 1/1 variants, 10 images, 1 variant images
[2026-09-26T13:16:34.635Z] ✓ Chrome Freestanding Bath Shower Mixer and Basin Tap Set - Wave — 1/1 variants, 8 images, 1 variant images
[2026-09-26T13:16:35.059Z] ✓ Chrome Tall basin tap and wall mounted bath filler tap pack - Zana — 1/1 variants, 6 images, 1 variant images
[2026-09-26T13:16:35.839Z] ✓ Gunmetal Grey Bath and Basin Tap Set with Basin Waste - Arissa — 1/1 variants, 6 images, 1 variant images
[2026-09-26T13:16:38.075Z] ✓ Chrome Mixer Shower with Freestanding Bath and Basin Tap Set - Arissa — 1/1 variants, 16 images, 1 variant images
[2026-09-26T13:16:45.019Z] ✓ Matt Black Round Basin Overflow Cover - Arissa — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:16:45.809Z] ✓ Chrome Bath and Basin Tap Set - Wave — 1/1 variants, 9 images, 1 variant images
[2026-09-26T13:16:47.479Z] ✓ Brushed Bronze Shower & Basin Mixer Tap Set - Arissa — 1/1 variants, 10 images, 1 variant images
[2026-09-26T13:16:54.148Z] ✓ Bali Brushed Brass Overflow Cover for Resin Basin - Bali, Ashford L and I — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:16:56.381Z] ✓ Grohe Skate Cosmopolitan WC Chrome Wall Flush Plate — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:16:57.335Z] ✓ Bath Waste Cover Upgrade — 5/5 variants, 8 images, 5 variant images
[2026-09-26T13:17:03.158Z] ✓ Brushed Bronze Round Basin Overflow Cover - Ashford — 1/1 variants, 5 images, 1 variant images
[2026-09-26T13:17:03.160Z] progress 1075/1501 (ok 1068, warnings 0, failed 7)
[2026-09-26T13:17:05.927Z] ✓ Black Chrome Waste Cover Upgrade — 1/1 variants, 2 images, 1 variant images
[2026-09-26T13:17:07.762Z] ✓ Overflow Cover Suitable for Ontario Palma & Roma — 2/2 variants, 4 images, 2 variant images
[2026-09-26T13:17:18.767Z] ✓ Single Lever Pull Out Monobloc Kitchen Mixer Tap - Enza Olney — 4/4 variants, 8 images, 4 variant images
[2026-09-26T13:17:23.647Z] ✓ Dual Lever Monobloc Kitchen Mixer Tap - Enza Tamara — 5/5 variants, 7 images, 5 variant images
[2026-09-26T13:17:27.129Z] ✓ Dual Lever Kitchen Mixer Tap - Essence Hector — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:17:32.041Z] ✓ 3 in 1 Instant Boiling Hot Kitchen Mixer Tap with 2.4L Boiler - Pronto Vesta — 6/6 variants, 11 images, 6 variant images
[2026-09-26T13:17:39.249Z] ✓ Single Lever Pull Out Traditional Monobloc Kitchen Mixer Tap - Enza Evelyn — 3/3 variants, 6 images, 3 variant images
[2026-09-26T13:17:43.926Z] ✓ Single Lever Monobloc Kitchen Mixer Tap - Enza Elwood — 5/5 variants, 7 images, 5 variant images
[2026-09-26T13:17:50.422Z] ✓ 3 in 1 Square Instant Boiling Hot Kitchen Mixer Tap with 3L Boiler and Filter - Pronto Vesta — 6/6 variants, 11 images, 6 variant images
